ID,Q1  I receive training to do my job effec,Q2  There is someone at work who encourag,Q3  I have been mentored at work,Q4  I have received fair consideration fo,Q5  I am aware of the City's educational,Q6  The City's programs related to profes,Q7  Overall  I am satisfied with the prof,Q9a  City Manager's Office,Q9b  Strategic Management & Diversity Off,Q9c  Human Resources,Q9d  Information Technology,Q9e  Risk Management/Worker's Compensatio,Q10a  The Wellness program,Q10b  City mediation services,Q10c  The Safe Haven process,Q11  Senior leadership in my department i,Q12  My physical work environment (buildi,Q13  Overall  I am satisfied with the sup,Q15  My immediate supervisor treats me wi,Q16  I know what is expected of me,Q17  I have the materials and equipment I,Q18  I am comfortable expressing my opini,Q19  I believe my opinions seem to count,Q20  My work is appreciated by my immedia,Q21  My immediate supervisor gives me cle,Q22  My immediate supervisor makes good u,Q23  I receive constructive feedback on m,Q24  The work I perform is evaluated fair,Q25  My immediate supervisor knows my car,Q26  My immediate supervisor supports me,Q27  Within the last 30 days I have recei,Q28  When I request training  my supervis,Q29  Senior managers in my department lis,Q30  I believe senior managers in my depa,Q31  As a supervisor  I am supported when,Q32  Conflict in my work area is resolved,Q33  I believe assignments in my departme,Q34  I believe exceptional job performanc,Q35  I believe poor job performance is de,Q36  As a supervisor  I have been given t,Q37  I feel safe and comfortable in my wo,Q38  My immediate supervisor has the tool,Q39  Overall  I am satisfied with the wor,Q41  The City's health care plan meets my,Q42  The amount that I pay for health car,Q43  The City does a good job of informin,Q44  The amount of leave that I receive e,Q45  I think the amount I am paid is adeq,Q46  I am satisfied with the City's defer,Q47  Overall  I am reasonably compensated,Q49  I receive information that affects m,Q50  I can express my opinions about work,Q51  Communication between work units/div,Q52  Communication between my work unit/d,Q53  With respect to my job  communicatio,Q54  I have adequate input on decisions a,Q55  Senior managers in my department use,Q56  I am encouraged to be innovative and,Q57  Employees in my department are highl,Q58  Overall  I am satisfied with the lev,Q60  My co-workers treat me with respect,Q61  Conflict between co-workers is resol,Q62  Overall  I am very satisfied with th,Q64  Are you aware of the Council priorit,Q65  Are you proud to work for the City o,Q66  Overall  how satisfied are you with,Q67  How has the quality of the work envi,Q68  Would you recommend the City of Temp,Q69  Does the City's working environment,Q70  Would like to finish your career wit,Q71  Have you applied for a new position,Q74  In which department do you currently
717,4,5,4,3,5,3,4,3,5,5,4,3,5,3,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,3,3,4,4,4,4,4,5,5,5,5,5,2,5,5,4,5,5,2,3,3,4,4,5,5,5,5,4,2,1,1,4,3,1,1,1,2,10
721,4,4,4,9,3,3,4,3,3,3,3,3,3,3,3,5,4,4,5,5,4,5,5,5,5,5,5,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,1,3,4,1,1,1,2,7
723,3,2,2,3,9,4,3,3,2,2,3,3,4,9,9,2,4,3,4,4,4,4,2,4,2,3,3,3,3,3,2,4,2,3,9,2,2,2,2,9,4,3,3,4,4,4,4,2,4,3,4,2,3,3,2,2,2,2,2,2,3,2,3,9,1,3,1,1,2,1,2,12
724,2,4,3,4,4,4,2,2,2,4,4,4,4,3,3,4,4,4,2,2,2,4,4,3,2,2,2,2,2,2,2,4,4,4,2,2,4,2,1,2,9,4,2,4,4,4,4,2,4,4,2,4,2,2,2,4,3,4,2,2,4,2,4,1,1,3,3,1,9,1,1,10
727,1,2,2,1,3,1,2,2,1,1,3,3,3,2,3,1,2,1,2,4,2,3,1,1,3,3,2,3,2,2,3,2,1,3,9,3,3,2,2,9,3,3,1,3,3,3,2,1,3,1,2,1,1,3,2,1,2,2,2,2,1,3,2,2,2,1,2,2,2,9,2,14
729,2,4,3,9,4,4,4,9,9,3,2,9,4,9,9,5,4,4,5,5,5,5,5,5,3,5,3,5,5,5,2,5,5,5,5,4,5,5,3,4,5,4,4,4,4,3,4,4,4,4,2,4,3,3,3,4,4,4,3,3,4,4,4,1,1,3,2,1,2,9,1,13
730,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99
731,3,3,2,9,2,9,9,9,9,9,9,9,9,9,9,2,2,3,2,1,2,2,1,3,2,2,2,2,9,9,2,5,9,9,2,3,2,9,9,2,4,9,2,5,5,5,2,1,5,2,2,2,2,4,2,2,9,9,9,2,4,4,4,1,1,3,9,1,1,1,2,2
733,3,3,2,3,9,2,3,2,1,3,3,3,1,3,3,3,4,3,4,4,3,5,3,3,4,4,4,3,2,3,3,3,1,1,3,4,4,3,4,3,4,4,3,1,1,1,1,1,3,1,4,4,3,3,2,3,1,4,4,3,4,4,4,2,1,3,9,9,9,1,2,14
734,3,3,3,3,4,3,3,3,9,3,3,3,4,3,2,3,3,3,3,4,4,3,3,3,3,4,3,4,3,3,3,9,1,3,9,1,3,2,1,9,3,2,3,4,4,4,5,4,3,4,3,4,2,9,9,2,9,3,3,2,4,2,3,2,1,3,1,1,2,1,2,12
735,5,5,5,5,3,3,3,3,3,3,3,5,3,3,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,3,3,3,3,4,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,9,1,4,5,1,1,9,2,13
736,4,3,4,5,5,5,5,4,3,4,2,3,5,3,3,5,2,4,5,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,3,3,2,4,4,5,5,2,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,4,1,1,4,4,1,1,1,2,3
737,1,1,1,2,4,3,2,9,2,2,9,9,4,9,9,2,3,2,3,3,2,1,1,2,1,2,1,1,1,1,1,9,1,5,9,1,1,1,1,9,3,1,2,3,3,3,3,1,3,1,1,1,2,3,3,1,1,1,1,1,4,2,3,1,1,2,1,9,9,1,2,13
738,4,3,1,1,4,3,3,9,9,4,4,9,3,9,9,2,3,2,2,4,4,3,2,3,3,3,1,3,2,2,1,4,3,3,9,1,3,1,1,9,4,2,3,4,4,4,4,2,3,2,3,2,2,3,3,2,2,1,1,1,2,2,2,9,1,3,2,1,2,1,1,14
740,2,4,2,4,5,2,2,3,3,5,5,3,2,1,3,5,1,9,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,3,5,1,3,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,5,4,4,4,4,5,5,5,1,1,3,2,1,1,1,2,7
742,4,3,4,3,3,3,3,3,4,3,4,3,4,3,9,4,4,3,4,4,2,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,1,1,3,4,1,1,1,1,13
743,3,2,2,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,9,3,2,4,4,3,3,3,2,4,4,4,4,4,2,4,2,2,2,3,3,4,2,3,2,3,4,4,4,9,1,3,2,1,1,1,2,13
744,4,4,2,4,5,2,4,2,2,3,4,3,1,9,9,2,1,2,4,4,4,1,1,4,2,3,3,4,4,4,2,4,1,9,9,1,9,2,1,9,4,1,1,4,4,4,5,4,4,5,2,4,2,3,9,2,1,4,1,1,4,1,1,1,2,2,1,2,2,1,2,12
746,2,1,1,2,4,4,3,2,3,2,2,3,3,3,3,1,3,2,2,9,2,3,1,1,1,3,2,3,2,2,1,1,1,2,9,2,4,2,3,9,4,1,3,4,4,5,5,2,2,3,1,2,1,1,1,1,1,1,2,1,4,3,4,2,9,9,2,1,2,1,2,14
749,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,1,1,1,2,13
750,5,5,4,5,5,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,9,4,5,5,5,9,5,5,5,5,5,5,5,5,9,5,5,5,4,3,3,5,4,4,4,5,5,5,4,9,1,3,4,1,1,1,9,6
753,3,4,2,1,5,2,2,3,2,3,3,3,3,9,9,4,4,4,5,5,2,4,4,5,5,5,4,3,2,3,3,5,4,4,3,2,1,2,1,3,4,3,4,5,5,4,5,4,4,4,4,3,1,3,3,4,9,4,2,2,4,1,3,1,9,3,2,1,2,1,1,7
754,3,1,5,3,4,3,3,4,5,4,3,9,5,2,5,1,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,4,1,1,1,2,9,1,1,1,5,5,5,5,5,5,5,1,1,1,4,2,1,1,1,1,1,5,5,5,1,1,3,1,9,2,1,2,7
759,4,2,2,1,4,3,1,3,3,3,2,3,3,3,3,1,4,3,2,4,2,2,1,1,1,1,1,1,1,1,1,3,1,2,9,1,1,1,1,9,2,1,2,4,4,5,4,4,4,4,2,1,1,1,1,1,1,1,2,1,4,3,4,1,1,2,1,9,2,9,2,7
760,4,4,4,4,4,3,4,3,3,3,4,2,4,3,3,4,4,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,2,3,5,5,4,4,3,2,4,4,4,4,5,4,2,3,4,4,4,4,4,4,5,5,5,2,1,3,5,1,1,1,2,13
763,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99
764,4,5,5,4,5,4,4,4,4,5,3,2,4,4,2,2,2,2,5,5,5,4,1,4,3,4,4,4,4,5,4,5,4,9,9,3,2,2,2,9,2,4,4,4,4,4,4,2,9,4,4,1,2,2,1,1,4,4,4,2,4,9,4,2,1,4,5,1,1,1,1,13
766,5,4,5,5,9,9,4,3,3,3,3,3,4,9,9,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,2,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,9,1,4,4,1,1,1,2,13
767,4,5,5,3,4,3,3,3,3,4,4,3,9,9,9,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,1,4,4,4,1,1,4,4,4,4,9,9,9,9,9,9,9,4,1,1,1,1,3,3,4,4,4,4,3,4,2,1,3,3,1,9,1,1,7
768,4,9,9,9,4,9,4,9,9,9,4,9,9,9,9,9,4,4,5,4,4,4,5,5,5,5,4,9,5,5,3,9,9,9,9,9,4,9,9,9,4,4,4,9,9,9,9,9,9,2,5,5,9,9,9,4,9,4,9,9,5,9,5,1,1,3,3,1,1,9,2,7
771,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,5,5,5,5,4,5,5,5,5,9,9,9,5,9,9,9,9,9,9,9,9,9,5,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,1,4,9,1,9,9,9,99
773,5,4,4,3,4,3,3,3,3,4,4,3,4,3,3,4,4,4,5,5,5,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,3,4,9,1,3,3,9,1,9,2,13
776,3,4,2,4,1,1,1,3,3,3,1,3,4,3,3,4,4,4,4,4,3,4,1,4,3,3,3,3,4,4,4,4,1,1,1,4,3,1,1,1,4,3,3,4,2,4,4,4,4,4,4,2,1,1,1,2,1,3,3,2,4,4,4,2,1,3,2,1,2,1,2,13
778,4,3,9,3,2,1,1,3,2,3,2,3,3,2,9,3,3,3,4,4,2,5,4,4,4,4,2,3,4,5,1,5,2,2,9,3,1,9,1,9,4,3,3,2,2,3,3,3,3,4,9,9,9,9,9,9,9,9,9,9,3,2,5,2,1,3,2,1,2,1,2,13
779,4,3,3,4,4,4,3,9,9,3,2,9,4,9,9,4,2,3,5,5,3,4,4,4,4,3,3,9,4,4,3,3,4,4,4,2,3,3,9,4,4,3,4,4,3,4,5,4,4,4,4,4,3,2,3,3,3,3,1,2,4,4,4,1,1,3,2,1,9,1,2,13
780,3,4,9,9,3,9,9,9,9,9,3,9,1,9,9,9,2,9,5,5,3,4,9,4,4,4,4,9,4,4,9,9,9,9,9,9,4,9,9,9,4,9,9,3,1,9,1,1,9,1,4,9,9,9,9,9,2,9,9,9,4,9,9,9,1,9,9,9,9,1,2,99
782,5,5,5,5,5,3,5,4,4,4,4,4,4,4,4,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,4,4,2,4,4,4,5,5,2,4,5,5,4,5,5,5,5,5,5,1,1,4,4,1,1,1,2,13
783,2,4,2,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,4,4,4,4,3,4,4,3,2,4,2,3,2,3,2,2,9,3,4,4,2,9,4,3,4,3,3,4,4,2,4,2,2,2,2,3,2,2,2,2,3,3,4,4,4,2,1,3,3,1,2,1,2,13
784,4,4,4,5,4,2,4,3,3,4,4,4,3,3,3,4,2,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,2,3,4,3,2,4,3,5,5,5,1,1,4,4,1,1,1,2,13
786,4,5,5,3,4,4,4,3,3,4,3,4,4,3,3,9,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,1,3,4,1,9,1,2,13
787,5,5,5,5,5,3,5,9,9,5,5,9,3,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,5,5,5,9,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,9,5,1,1,4,3,1,1,1,1,12
790,3,5,4,3,4,2,3,3,3,3,3,3,5,9,3,4,2,3,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,3,5,3,3,4,4,5,3,3,3,5,3,4,4,5,5,2,4,5,5,4,5,3,2,4,3,3,1,1,3,4,1,1,1,2,10
791,4,2,3,2,4,3,3,4,4,4,4,3,4,3,3,2,4,3,4,3,4,4,2,3,3,3,2,4,2,3,2,3,2,2,1,1,4,2,2,3,3,2,2,2,2,4,4,3,4,4,3,2,2,2,2,3,2,2,4,1,4,3,4,9,1,3,2,9,9,1,2,13
792,4,3,1,4,4,1,3,9,9,5,5,3,5,9,9,1,4,3,4,4,4,3,1,3,3,5,3,4,3,4,4,4,1,1,9,9,1,1,4,9,4,9,4,4,2,3,1,4,9,4,4,3,2,2,4,2,1,4,4,4,4,4,4,2,2,3,5,2,2,1,1,12
793,3,4,3,4,2,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,9,4,4,4,4,3,4,4,4,4,5,4,4,3,3,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,9,1,4,3,1,1,1,2,2
794,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,4,4,3,1,4,2,3,3,4,3,4,4,3,3,3,3,4,3,3,1,1,4,2,1,1,1,2,14
795,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,4,5,1,1,1,2,13
796,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,9,4,3,5,4,9,4,4,4,4,4,5,5,4,5,5,5,3,4,4,4,5,5,5,5,4,3,4,4,2,1,3,5,1,1,1,2,14
797,4,3,3,3,4,3,3,3,3,4,4,3,5,3,3,4,5,4,5,5,4,3,4,4,3,3,2,3,2,3,2,4,4,3,9,2,3,3,2,9,4,1,4,5,4,4,4,3,3,3,4,4,2,3,3,4,4,4,3,3,5,3,4,1,1,3,3,1,2,1,2,12
799,3,4,4,9,4,2,3,9,9,3,2,9,9,9,9,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,9,9,3,4,9,9,4,9,4,9,9,9,9,9,9,9,4,4,4,2,3,4,9,4,4,4,4,4,4,1,1,3,4,1,1,9,2,7
800,2,3,2,2,4,1,2,1,2,1,4,3,1,3,3,3,1,2,5,4,2,4,2,5,4,4,4,4,4,4,4,3,2,1,9,3,2,2,2,9,4,4,3,1,1,1,4,1,1,2,4,1,1,1,2,3,2,3,3,2,4,4,4,1,9,2,1,2,2,1,1,99
801,4,4,4,4,4,4,4,9,9,4,4,9,4,9,9,4,4,4,5,4,4,4,4,4,4,4,9,4,9,9,9,4,9,4,9,9,4,9,9,9,4,4,4,5,4,4,3,4,9,4,4,4,4,4,4,4,9,4,9,4,4,9,4,2,1,3,9,1,1,9,1,12
802,4,4,3,4,4,3,4,4,4,4,4,4,5,3,3,4,3,4,5,3,4,4,3,3,3,3,2,3,3,3,2,3,3,3,9,2,3,2,3,9,4,3,3,5,5,5,5,5,5,5,2,3,2,4,4,3,2,3,4,9,4,2,4,1,1,3,5,1,1,1,1,12
803,2,2,2,9,9,9,2,3,3,3,2,3,3,3,3,2,3,3,4,3,4,3,1,3,2,2,1,1,1,1,2,9,2,2,9,3,2,2,2,9,4,2,2,3,3,4,5,4,3,4,2,2,2,2,2,1,2,3,3,2,4,9,4,9,1,2,2,9,2,1,2,7
804,3,2,3,2,4,3,2,3,3,3,4,3,2,2,2,2,4,2,3,4,3,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,1,9,9,9,1,9,1,2,2,2,9,2,2,2,2,2,2,4,3,3,9,1,9,2,9,2,1,1,7
805,5,5,5,5,4,2,5,3,3,4,4,5,3,3,3,5,5,5,5,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,3,5,5,4,5,5,5,4,4,4,5,5,5,4,5,5,5,4,1,1,4,5,9,1,9,2,13
808,2,1,1,9,3,3,2,9,9,4,4,9,5,9,9,1,4,3,3,2,2,1,1,2,1,1,1,9,1,1,1,2,1,2,3,1,1,1,1,1,4,1,2,5,5,5,4,2,9,4,2,1,2,3,4,2,3,3,2,2,3,3,2,2,9,2,3,1,2,2,2,7
809,4,5,3,9,4,2,3,3,3,3,4,3,4,9,9,5,3,4,5,5,4,5,4,5,4,4,5,4,4,5,5,5,4,4,3,4,4,4,4,3,4,5,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,1,4,5,1,1,1,2,13
811,4,4,3,4,3,3,3,9,9,9,9,9,4,9,9,4,4,3,5,5,4,4,4,5,5,5,5,4,4,4,3,4,9,9,4,4,4,4,4,3,5,4,5,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,2,1,4,5,1,1,1,2,7
812,3,1,1,9,5,5,3,3,3,1,3,9,3,3,3,4,4,3,3,4,3,4,4,3,3,3,2,3,2,2,3,4,4,4,3,4,3,2,9,1,4,9,4,3,3,3,3,3,4,4,2,4,2,4,2,3,9,4,2,3,4,4,4,1,1,3,5,1,9,1,1,5
813,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99
815,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99
816,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99
817,3,3,2,3,4,3,2,2,3,3,2,3,4,4,1,2,4,3,4,3,3,4,3,2,2,2,1,2,2,3,2,4,2,2,9,2,2,2,1,9,4,2,2,4,4,4,4,2,4,2,2,3,2,2,3,1,1,2,2,2,4,2,3,1,1,2,2,1,2,1,1,12
818,4,3,1,1,4,2,2,3,3,3,4,3,4,3,3,2,2,3,4,4,4,2,2,3,2,2,3,3,2,2,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,4,4,1,3,2,3,2,3,3,3,4,3,4,3,3,4,3,4,1,1,3,4,1,2,1,1,13
819,3,3,4,5,5,3,4,4,5,5,4,5,1,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,5,5,5,5,5,2,4,3,5,5,3,5,4,4,4,4,1,4,3,5,5,4,4,4,5,5,4,3,5,5,5,5,1,1,3,2,1,1,1,2,7
825,4,4,4,9,5,3,4,5,5,4,4,3,4,4,4,5,2,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,4,5,4,4,5,5,4,4,4,4,4,5,5,5,4,4,5,5,4,1,1,4,5,1,1,1,1,13
827,4,4,3,1,4,4,4,4,4,3,3,3,4,9,9,4,4,4,5,4,4,3,4,4,4,4,4,4,4,5,3,4,9,9,9,3,4,4,9,9,3,3,3,5,4,4,5,4,4,4,4,4,3,3,3,9,9,9,9,9,3,3,4,9,1,3,5,1,9,1,1,14
829,2,2,2,2,4,4,4,3,3,4,4,3,4,3,3,3,3,2,3,2,4,2,2,3,2,1,2,2,2,2,1,4,3,4,1,2,3,2,2,2,3,2,2,4,4,4,2,4,4,4,2,2,2,4,3,3,3,2,9,9,4,2,3,1,1,1,3,1,1,2,2,7
835,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,4,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,4,3,3,2,2,2,3,3,2,2,2,3,2,1,1,1,3,2,3,3,3,2,1,2,2,2,3,3,2,9,1,3,3,9,9,1,1,13
839,2,4,5,5,4,2,3,5,3,4,4,3,3,9,9,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,2,4,5,4,4,4,3,2,4,5,4,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,4,4,1,1,4,5,1,1,1,2,9
840,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,5,9,5,5,5,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,4,5,1,1,1,2,13
841,5,3,4,5,5,5,5,9,9,9,9,9,9,9,9,4,3,9,5,5,4,4,3,4,4,5,4,4,5,4,4,4,4,4,9,3,3,3,2,9,4,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,9,1,3,3,9,9,1,2,13
842,4,3,3,2,4,4,2,2,3,2,3,3,2,3,3,2,2,2,2,4,4,2,2,2,2,2,2,2,3,2,3,4,2,3,3,2,2,2,2,3,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,4,2,3,2,1,3,1,2,2,9,2,14
843,5,5,3,3,4,3,4,9,9,5,3,1,5,9,9,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,9,3,5,5,9,9,5,9,5,4,4,4,4,4,4,4,4,4,3,9,3,3,9,3,3,3,5,3,3,2,1,4,5,1,1,1,1,14
846,4,4,3,4,5,4,4,4,3,4,3,3,5,3,3,5,5,5,5,5,5,4,4,5,4,4,3,4,5,5,4,5,4,4,4,4,3,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,3,4,5,4,4,4,4,4,4,1,1,4,5,1,1,1,2,12
847,3,3,3,3,4,4,4,4,9,9,4,3,4,9,9,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,5,5,5,4,3,4,4,3,4,3,9,4,4,4,4,4,4,9,4,5,5,3,3,4,5,5,5,3,3,3,2,3,1,1,3,4,1,1,9,9,6
849,2,2,2,3,5,4,3,5,2,1,1,3,2,9,9,2,5,2,5,5,1,3,2,5,4,2,2,5,2,3,5,3,4,3,9,2,5,4,3,9,5,2,3,4,5,1,4,4,2,4,3,5,2,1,2,4,4,4,1,2,3,3,4,1,1,2,2,1,2,9,2,99
850,2,1,1,1,3,1,1,9,1,1,3,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,9,2,1,1,1,9,1,1,1,2,1,3,3,1,1,1,1,1,2,2,5,1,1,2,1,1,3,9,2,2,1,1,1,9,2,2,1,12
852,4,4,4,3,4,9,3,9,9,4,5,9,9,9,9,4,5,4,4,4,4,3,9,9,3,4,9,4,9,3,2,9,9,3,9,4,4,9,9,9,4,4,4,9,9,9,9,4,9,9,9,9,4,4,4,3,9,9,4,4,5,4,5,1,1,3,4,1,1,2,2,7
853,5,4,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,5,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,5,9,1,4,3,1,9,9,9,7
854,3,4,4,4,4,4,3,4,4,4,4,4,4,9,9,3,3,3,5,5,2,5,4,5,5,5,5,5,4,4,2,5,2,2,4,5,2,9,2,3,4,4,3,2,2,2,4,4,4,4,3,3,1,1,3,2,2,3,9,3,5,9,4,1,1,4,3,1,1,1,2,7
855,2,1,1,1,4,2,2,5,2,2,5,5,3,3,1,1,5,2,4,4,4,3,1,3,2,3,2,1,1,1,1,9,1,1,1,1,1,1,1,1,2,5,2,1,5,3,2,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,9,2,9,2,13
856,4,4,4,3,3,1,4,4,9,9,2,9,3,9,9,4,4,4,5,5,4,5,5,5,5,4,5,5,5,4,5,4,5,5,9,3,3,4,3,9,5,4,5,3,3,3,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,9,4,1,1,3,4,1,9,1,2,99
857,4,5,5,5,5,4,4,4,3,4,4,3,5,3,3,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,5,9,2,4,4,3,9,5,3,4,4,4,4,3,3,3,4,4,4,4,2,2,4,4,4,4,4,4,3,4,1,1,4,3,1,1,1,1,5
858,2,4,2,1,4,3,3,3,3,4,3,3,2,3,3,4,4,4,4,4,1,5,2,2,4,4,3,2,3,4,3,4,2,3,9,4,3,1,1,9,4,3,2,4,4,3,2,4,4,4,4,3,3,4,2,2,1,1,1,2,2,3,4,2,1,2,2,9,2,1,2,14
861,4,4,3,3,4,1,3,3,3,3,4,3,1,3,2,1,2,2,5,5,4,4,3,4,4,3,4,4,4,4,4,4,1,1,9,3,9,3,1,9,3,3,3,4,4,4,1,1,3,3,4,2,3,3,3,3,1,2,3,3,4,4,4,9,9,2,1,9,2,1,1,6
863,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99
